varname,label,dtype,unique,missing_pct
VCF9205,nan,object,7,0.0
VCF9206,PRESIDENCY AND U.S. CONGRESS OR WHEN CONTROL IS,object,6,0.0
VCF9207,nan,object,15,0.0
VCF9208,nan,object,15,0.0
VCF9209,DESCRIBE: DEMOCRATIC PRESIDENTIAL CANDIDATE (NO,object,8,0.0
VCF9210,YOU DESCRIBE: DEMOCRATIC PRESIDENTIAL CANDIDATE,object,8,0.0
VCF9211,nan,object,8,0.0
VCF9212,nan,object,8,0.0
VCF9213,DESCRIBE: REPUBLICAN PRESIDENTIAL CANDIDATE (NO,object,8,0.0
VCF9214,YOU DESCRIBE: REPUBLICAN PRESIDENTIAL CANDIDATE,object,8,0.0
VCF9215,nan,object,8,0.0
VCF9216,nan,object,8,0.0
VCF9217,CURRENT U.S. PRESIDENT IS HANDLING FOREIGN,object,5,0.0
VCF9218,nan,object,5,0.0
VCF9219,nan,object,6,0.0
VCF9220,"BEGINNING OF TERM): ECONOMY BETTER, WORSE, OR",object,6,0.0
VCF9221,GOVERNMENT DONE IN GENERAL OVER THE LAST TERM,object,7,0.0
VCF9222,HAVE THINGS SERIOUSLY GOTTEN OFF ON THE WRONG,object,5,0.0
VCF9223,nan,object,7,0.0
VCF9224,IS R INVESTED IN THE STOCK MARKET,object,5,0.0
VCF9225,"BETTER, STAYED THE SAME, OR GOTTEN WORSE IN THE",object,6,0.0
VCF9226,nan,object,8,0.0
VCF9227,"RICH AND POOR IN THE U.S. IS LARGER, SMALLER, OR",object,6,0.0
VCF9228,INCOMES BETWEEN RICH AND POOR IN THE U.S. THAN,object,8,0.0
VCF9229,nan,object,6,0.0
VCF9230,DISCOURAGE AMERICAN COMPANIES TO REPLACE U.S.,object,6,0.0
VCF9231,TO PROTECT AMERICAN JOBS (OR HAVEN’T YOU,object,6,0.0
VCF9232,TORTURING PEOPLE WHO ARE SUSPECTED OF BEING,object,6,0.0
VCF9233,nan,object,10,0.0
VCF9234,nan,object,7,0.0
VCF9235,nan,object,7,0.0
VCF9236,nan,object,5,0.0
VCF9237,nan,object,7,0.0
VCF9238,"OR EASIER TO BUY A GUN, OR SHOULD THE RULES STAY",object,6,0.0
VCF9239,HOW IMPORTANT IS GUN CONTROL ISSUE TO R,object,8,0.0
VCF9240,CSES: LEFT-RIGHT (11PT) SCALE PLACEMENT FOR R,object,14,0.0
VCF9241,nan,object,15,0.0
VCF9242,nan,object,15,0.0
VCF9243,nan,object,5,0.0
VCF9244,HOW OFTEN CAN R TRUST PEOPLE,object,8,0.0
VCF9245,HOW SATISFIED IS R WITH R’S LIFE,object,8,0.0
VCF9246,nan,object,6,0.0
VCF9247,nan,object,7,0.0
VCF9248,nan,object,6,0.0
VCF9249,nan,object,6,0.0
VCF9250,nan,object,8,0.0
VCF9251,nan,object,8,0.0
VCF9252,COMPLICATED THAT R CAN’T REALLY UNDERSTAND,object,8,0.0
VCF9253,nan,object,8,0.0
VCF9254,WORKS IN THE U.S. (4CAT: SATISFIED-NOT AT ALL,object,7,0.0
VCF9255,WORKS IN THE U.S. (4CAT: VERY SATISFIED-NOT AT ALL,object,7,0.0
VCF9256,nan,object,5,0.0
VCF9257,nan,object,5,0.0
VCF9258,COMMUNITY OR SCHOOLS DURING THE PAST 12,object,5,0.0
VCF9259,nan,object,8,0.0
VCF9260,nan,object,4,0.0
VCF9261,nan,object,4,0.0
VCF9262,nan,object,4,0.0
VCF9263,nan,object,7,0.0
VCF9264,nan,object,7,0.0
VCF9265,nan,object,5,0.0
VCF9266,nan,object,6,0.0
VCF9267,THERMOMETER FOR: MUSLIMS,object,104,0.0
VCF9268,THERMOMETER FOR: RICH PEOPLE,object,103,0.0
VCF9269,THERMOMETER FOR: CHRISTIANS,object,102,0.0
VCF9270,nan,object,10,0.0
VCF9271,nan,object,10,0.0
VCF9272,nan,object,10,0.0
VCF9273,nan,object,10,0.0
VCF9274,"MUCH, ABOUT THE RIGHT AMOUNT OF, OR TOO LITTLE",object,6,0.0
VCF9275,"ABOUT THE RIGHT AMOUNT OF, OR TOO LITTLE",object,6,0.0
VCF9277,nan,object,6,0.0
VCF9278,nan,object,5,0.0
VCF9279,"STRAIGHT, HOMOSEXUAL OR [GAY/LESBIAN], OR",object,7,0.0
VCF9280,nan,object,5,0.0
VCF9281,nan,object,5,0.0
VCF9282,IS R LIVING WITH FAMILY MEMBERS,object,5,0.0
